Movie Rank,Movie Name,Year of Release,IMDB Rating,Runtime,Genre,Rated
24,Moneyball,2011,7.6,133,"
Biography, Drama, Sport            ",PG-13
25,Creed,II) (2015,7.6,133,"
Action, Drama, Sport            ",PG-13
26,The Hurricane,1999,7.6,146,"
Biography, Drama, Sport            ",R
27,King Richard,2021,7.5,144,"
Biography, Drama, Sport            ",PG-13
28,"I, Tonya",2017,7.5,119,"
Biography, Comedy, Drama            ",R
29,Field of Dreams,1989,7.5,107,"
Drama, Family, Fantasy            ",PG
30,Waves,I) (2019,7.5,135,"
Drama, Romance, Sport            ",R
31,The Art of Racing in the Rain,2019,7.5,109,"
Comedy, Drama, Romance            ",PG
32,Rudy,1993,7.5,114,"
Biography, Drama, Sport            ",PG
33,The Big Blue,1988,7.5,168,"
Adventure, Drama, Sport            ",PG
34,42,2013,7.5,128,"
Biography, Drama, Sport            ",PG-13
35,'83,2021,7.5,162,"
Biography, Drama, History            ",N/A
36,The Damned United,2009,7.5,98,"
Biography, Drama, Sport            ",R
37,Molly's Game,2017,7.4,140,"
Biography, Crime, Drama            ",R
38,Green Street Hooligans,2005,7.4,109,"
Crime, Drama, Sport            ",R
39,Miracle,2004,7.4,135,"
Biography, Drama, History            ",PG
40,The Natural,1984,7.4,138,"
Drama, Sport            ",PG
41,Hoosiers,1986,7.4,114,"
Drama, Sport            ",PG
42,Searching for Bobby Fischer,1993,7.4,109,"
Biography, Drama, Sport            ",PG
43,"McFarland, USA",2015,7.4,129,"
Biography, Drama, Sport            ",PG
44,The Greatest Game Ever Played,2005,7.4,120,"
Biography, Drama, Sport            ",PG
45,Jhund,2022,7.4,176,"
Biography, Drama, Sport            ",N/A
46,Hustle,2022,7.3,117,"
Comedy, Drama, Sport            ",R
47,Jerry Maguire,1996,7.3,139,"
Comedy, Drama, Romance            ",R
48,The Karate Kid,1984,7.3,126,"
Action, Drama, Family            ",PG
49,A League of Their Own,1992,7.3,128,"
Comedy, Drama, Sport            ",PG
50,Southpaw,2015,7.3,124,"
Action, Crime, Drama            ",R
1,Saving Private Ryan,1998,8.6,169,"
Drama, War            ",R
2,Life Is Beautiful,1997,8.6,116,"
Comedy, Drama, Romance            ",PG-13
3,Apocalypse Now,1979,8.5,147,"
Drama, Mystery, War            ",R
4,The Pianist,2002,8.5,150,"
Biography, Drama, Music            ",R
5,Casablanca,1942,8.5,102,"
Drama, Romance, War            ",PG
6,Grave of the Fireflies,1988,8.5,89,"
Animation, Drama, War            ",Not Rated
7,Braveheart,1995,8.4,178,"
Biography, Drama, History            ",R
8,Come and See,1985,8.4,142,"
Drama, Thriller, War            ",Not Rated
9,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,95,"
Comedy, War            ",PG
10,The Boat,1981,8.4,149,"
Drama, War            ",R
11,Paths of Glory,1957,8.4,88,"
Drama, War            ",Approved
12,The Great Dictator,1940,8.4,125,"
Comedy, Drama, War            ",G
13,Shershaah,2021,8.4,135,"
Action, Biography, Drama            ",TV-14
14,Inglourious Basterds,2009,8.3,153,"
Adventure, Drama, War            ",R
15,Full Metal Jacket,1987,8.3,116,"
Drama, War            ",R
16,Lawrence of Arabia,1962,8.3,218,"
Adventure, Biography, Drama            ",Approved
17,Judgment at Nuremberg,1961,8.3,179,"
Drama, War            ",Approved
18,Ayla: The Daughter of War,2017,8.3,125,"
Biography, Drama, History            ",N/A
19,1917,2019,8.2,119,"
Action, Drama, War            ",R
20,Pan's Labyrinth,2006,8.2,118,"
Drama, Fantasy, War            ",R
21,Gone with the Wind,1939,8.2,238,"
Drama, Romance, War            ",Passed
22,Downfall,2004,8.2,156,"
Biography, Drama, History            ",R
23,The Bridge on the River Kwai,1957,8.2,161,"
Adventure, Drama, War            ",PG
24,The Great Escape,1963,8.2,172,"
Adventure, Drama, History            ",Approved
25,Ran,1985,8.2,162,"
Action, Drama, War            ",R
26,To Be or Not to Be,1942,8.2,99,"
Comedy, Romance, War            ",Passed
27,The Mountain II,2016,8.2,135,"
Action, Drama, War            ",N/A
28,Uri: The Surgical Strike,2019,8.2,138,"
Action, Drama, History            ",Not Rated
29,Dara of Jasenovac,2020,8.2,130,"
Drama, War            ",R
30,Hacksaw Ridge,2016,8.1,139,"
Biography, Drama, History            ",R
31,The Deer Hunter,1978,8.1,183,"
Drama, War            ",R
32,Platoon,1986,8.1,120,"
Drama, War            ",R
33,All Quiet on the Western Front,1930,8.1,152,"
Drama, War            ",Passed
34,Barry Lyndon,1975,8.1,185,"
Adventure, Drama, War            ",PG
35,The Best Years of Our Lives,1946,8.1,170,"
Drama, Romance, War            ",Approved
36,Hotel Rwanda,2004,8.1,121,"
Biography, Drama, History            ",PG-13
37,Underground,1995,8.1,167,"
Comedy, Drama, Fantasy            ",Not Rated
38,The General,1926,8.1,67,"
Action, Adventure, Comedy            ",Passed
39,The Message,1976,8.1,177,"
Biography, Drama, History            ",PG
40,The Battle of Algiers,1966,8.1,121,"
Drama, War            ",Not Rated
41,The Grand Illusion,1937,8.1,113,"
Drama, War            ",Not Rated
42,Tangerines,2013,8.1,87,"
Drama, War            ",Not Rated
43,The Imitation Game,2014,8,114,"
Biography, Drama, Thriller            ",PG-13
44,"Quo Vadis, Aida?",2020,8,101,"
Drama, History, War            ",N/A
45,Stalag 17,1953,8,120,"
Comedy, Drama, War            ",Not Rated
46,Persepolis,2007,8,96,"
Animation, Biography, Drama            ",PG-13
47,Ivan's Childhood,1962,8,95,"
Drama, War            ",Not Rated
48,"Goodbye, Children",1987,8,104,"
Drama, War            ",PG
49,"Rome, Open City",1945,8,103,"
Drama, Thriller, War            ",Not Rated
50,Tae Guk Gi: The Brotherhood of War,2004,8,140,"
Action, Drama, War            ",R
1,"The Good, the Bad and the Ugly",1966,8.8,178,"
Adventure, Western            ",Approved
2,Once Upon a Time in the West,1968,8.5,165,"
Western            ",PG-13
3,Django Unchained,2012,8.4,165,"
Drama, Western            ",R
4,Unforgiven,1992,8.2,130,"
Drama, Western            ",R
5,For a Few Dollars More,1965,8.2,132,"
Western            ",R
6,The Treasure of the Sierra Madre,1948,8.2,126,"
Adventure, Drama, Western            ",Passed
7,The Man Who Shot Liberty Valance,1962,8.1,123,"
Drama, Western            ",Approved
8,The Gold Rush,1925,8.1,95,"
Adventure, Comedy, Drama            ",Passed
9,Sholay,1975,8.1,162,"
Action, Adventure, Comedy            ",Not Rated
10,The Revenant,2015,8,156,"
Action, Adventure, Drama            ",R
11,Dances with Wolves,1990,8,181,"
Adventure, Drama, Western            ",PG-13
12,Butch Cassidy and the Sundance Kid,1969,8,110,"
Biography, Crime, Drama            ",PG
13,High Noon,1952,8,85,"
Drama, Thriller, Western            ",PG
14,Rio Bravo,1959,8,141,"
Western            ",Passed
15,The Searchers,1956,7.9,119,"
Adventure, Drama, Western            ",Passed
16,A Fistful of Dollars,1964,7.9,99,"
Action, Drama, Western            ",R
17,The Wild Bunch,1969,7.9,135,"
Action, Adventure, Western            ",R
18,The Hateful Eight,2015,7.8,168,"
Crime, Drama, Mystery            ",R
19,Tombstone,1993,7.8,130,"
Biography, Drama, History            ",R
20,Stagecoach,1939,7.8,96,"
Adventure, Drama, Western            ",Passed
21,The Outlaw Josey Wales,1976,7.8,135,"
Western            ",PG
22,Red River,1948,7.8,133,"
Drama, Western            ",Passed
23,Wind River,2017,7.7,107,"
Crime, Drama, Mystery            ",R
24,3:10 to Yuma,2007,7.7,122,"
Action, Crime, Drama            ",R
25,Blazing Saddles,1974,7.7,93,"
Comedy, Western            ",R
26,The Magnificent Seven,1960,7.7,128,"
Action, Adventure, Western            ",Approved
27,Hell or High Water,II) (2016,7.6,102,"
Crime, Drama, Thriller            ",R
28,True Grit,2010,7.6,110,"
Drama, Western            ",PG-13
29,Giant,1956,7.6,201,"
Drama, Western            ",G
30,Jeremiah Johnson,1972,7.6,108,"
Adventure, Drama, Western            ",GP
31,Shane,1953,7.6,118,"
Drama, Western            ",Not Rated
32,"Duck, You Sucker!",1971,7.6,138,"
Drama, War, Western            ",PG
33,The Shootist,1976,7.6,100,"
Drama, Romance, Western            ",PG
34,Little Big Man,1970,7.6,139,"
Adventure, Comedy, Drama            ",PG-13
35,McCabe & Mrs. Miller,1971,7.6,120,"
Drama, Western            ",R
36,Legends of the Fall,1994,7.5,133,"
Drama, Romance, War            ",R
37,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,160,"
Biography, Crime, Drama            ",R
38,El Dorado,1966,7.5,126,"
Drama, Romance, Western            ",Passed
39,Dead Man,1995,7.5,121,"
Adventure, Drama, Fantasy            ",R
40,Of Mice and Men,1992,7.5,115,"
Drama, Western            ",PG-13
41,Open Range,2003,7.4,139,"
Action, Drama, Romance            ",R
42,Back to the Future Part III,1990,7.4,118,"
Adventure, Comedy, Sci-Fi            ",PG
43,High Plains Drifter,1973,7.4,105,"
Drama, Mystery, Western            ",R
44,True Grit,1969,7.4,128,"
Adventure, Drama, Western            ",G
45,Lone Star,1996,7.4,135,"
Drama, Mystery, Western            ",R
46,Yahsi Bati,2009,7.4,112,"
Adventure, Comedy, Fantasy            ",N/A
47,The Ballad of Buster Scruggs,2018,7.3,133,"
Comedy, Drama, Musical            ",R
48,Seven Brides for Seven Brothers,1954,7.3,102,"
Comedy, Drama, Musical            ",Approved
49,Pale Rider,1985,7.3,115,"
Drama, Western            ",R
50,My Name Is Nobody,1973,7.3,116,"
Comedy, Western            ",PG
1,Avatar: The Way of Water,2022,7.9,192,"
Action, Adventure, Fantasy            ",PG-13
2,Avatar,2009,7.9,162,"
Action, Adventure, Fantasy            ",PG-13
3,Bullet Train,2022,7.3,127,"
Action, Comedy, Thriller            ",R
4,Top Gun: Maverick,2022,8.3,130,"
Action, Drama            ",PG-13
5,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
6,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
7,Violent Night,2022,6.8,112,"
Action, Comedy, Crime            ",R
8,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
9,Top Gun,1986,6.9,109,"
Action, Drama            ",PG
10,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
11,The Batman,2022,7.8,176,"
Action, Crime, Drama            ",PG-13
12,Operation Fortune: Ruse de guerre,2023,6.7,114,"
Action, Comedy, Thriller            ",N/A
13,The Northman,2022,7.1,137,"
Action, Adventure, Drama            ",R
14,Willow,1988,7.2,126,"
Action, Adventure, Drama            ",PG
15,No Time to Die,2021,7.3,163,"
Action, Adventure, Thriller            ",PG-13
16,Jurassic World: Dominion,2022,5.6,147,"
Action, Adventure, Sci-Fi            ",PG-13
17,All Quiet on the Western Front,2022,7.8,148,"
Action, Drama, War            ",R
18,RRR,2022,7.9,187,"
Action, Drama            ",Not Rated
19,Indiana Jones and the Dial of Destiny,2023,N/A,N/A,"
Action, Adventure            ",N/A
20,The Gray Man,2022,6.5,122,"
Action, Thriller            ",PG-13
21,Dune,2021,8,155,"
Action, Adventure, Drama            ",PG-13
22,Emancipation,2022,6,132,"
Action, Thriller            ",R
23,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
24,The Woman King,2022,6.7,135,"
Action, Drama, History            ",PG-13
25,Plane,2023,6.9,107,"
Action, Thriller            ",R
26,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
27,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
28,John Wick,2014,7.4,101,"
Action, Crime, Thriller            ",R
29,The Gentlemen,2019,7.8,113,"
Action, Comedy, Crime            ",R
30,Medieval,2022,5.9,125,"
Action, Drama, History            ",R
31,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
32,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
33,Ant-Man and the Wasp: Quantumania,2023,N/A,125,"
Action, Adventure, Comedy            ",N/A
34,Avatar 3,2024,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
35,Blade Runner 2049,2017,8,164,"
Action, Drama, Mystery            ",R
36,The Unbearable Weight of Massive Talent,2022,7,107,"
Action, Comedy, Crime            ",R
37,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
38,Uncharted,2022,6.3,116,"
Action, Adventure            ",PG-13
39,The Expendables 4,2023,N/A,N/A,"
Action, Adventure, Thriller            ",N/A
40,The Lost City,2022,6.1,112,"
Action, Adventure, Comedy            ",PG-13
41,Enola Holmes 2,2022,6.7,129,"
Action, Adventure, Crime            ",PG-13
42,John Wick: Chapter 4,2023,N/A,N/A,"
Action, Crime, Thriller            ",N/A
43,Tenet,2020,7.3,150,"
Action, Sci-Fi, Thriller            ",PG-13
44,Léon: The Professional,1994,8.5,110,"
Action, Crime, Drama            ",R
45,The Mummy,1999,7.1,124,"
Action, Adventure, Fantasy            ",PG-13
46,Prey,I) (2022,7.2,100,"
Action, Adventure, Drama            ",R
47,Heat,1995,8.3,170,"
Action, Crime, Drama            ",R
48,Fast X,2023,N/A,N/A,"
Action, Crime, Mystery            ",N/A
49,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
50,Die Hard,1988,8.2,132,"
Action, Thriller            ",R
1,Avatar: The Way of Water,2022,7.9,192,"
Action, Adventure, Fantasy            ",PG-13
2,Avatar,2009,7.9,162,"
Action, Adventure, Fantasy            ",PG-13
3,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
4,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
5,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
6,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
7,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
8,Barbie,2023,N/A,N/A,"
Adventure, Comedy, Fantasy            ",N/A
9,The Northman,2022,7.1,137,"
Action, Adventure, Drama            ",R
10,Willow,1988,7.2,126,"
Action, Adventure, Drama            ",PG
11,No Time to Die,2021,7.3,163,"
Action, Adventure, Thriller            ",PG-13
12,Jurassic World: Dominion,2022,5.6,147,"
Action, Adventure, Sci-Fi            ",PG-13
13,Harry Potter and the Sorcerer's Stone,2001,7.6,152,"
Adventure, Family, Fantasy            ",PG
14,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
15,Indiana Jones and the Dial of Destiny,2023,N/A,N/A,"
Action, Adventure            ",N/A
16,Dune,2021,8,155,"
Action, Adventure, Drama            ",PG-13
17,Zardoz,1974,5.8,105,"
Adventure, Fantasy, Sci-Fi            ",R
18,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,142,"
Adventure, Family, Fantasy            ",PG-13
19,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
20,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
21,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
22,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
23,Wonka,2023,N/A,N/A,"
Adventure, Comedy, Family            ",N/A
24,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
25,Ant-Man and the Wasp: Quantumania,2023,N/A,125,"
Action, Adventure, Comedy            ",N/A
26,Avatar 3,2024,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
27,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
28,Mary Poppins Returns,2018,6.7,130,"
Adventure, Comedy, Family            ",PG
29,Uncharted,2022,6.3,116,"
Action, Adventure            ",PG-13
30,The Expendables 4,2023,N/A,N/A,"
Action, Adventure, Thriller            ",N/A
31,The Lost City,2022,6.1,112,"
Action, Adventure, Comedy            ",PG-13
32,Enola Holmes 2,2022,6.7,129,"
Action, Adventure, Crime            ",PG-13
33,Puss in Boots,2011,6.6,90,"
Animation, Adventure, Comedy            ",PG
34,Disenchanted,2022,5.6,119,"
Animation, Adventure, Comedy            ",PG
35,The Mummy,1999,7.1,124,"
Action, Adventure, Fantasy            ",PG-13
36,The Bad Guys,2022,6.8,100,"
Animation, Adventure, Comedy            ",PG
37,Prey,I) (2022,7.2,100,"
Action, Adventure, Drama            ",R
38,The Goonies,1985,7.7,114,"
Adventure, Comedy, Family            ",PG
39,Harry Potter and the Goblet of Fire,2005,7.7,157,"
Adventure, Family, Fantasy            ",PG-13
40,The Little Mermaid,2023,N/A,N/A,"
Adventure, Family, Fantasy            ",PG
41,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
42,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
43,Troll,2022,5.8,101,"
Action, Adventure, Drama            ",TV-14
44,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
45,Chitty Chitty Bang Bang,1968,6.9,144,"
Adventure, Family, Fantasy            ",G
46,Sing 2,2021,7.4,110,"
Animation, Adventure, Comedy            ",PG
47,Pinocchio,2022,5.1,105,"
Adventure, Comedy, Drama            ",PG
48,Doctor Strange in the Multiverse of Madness,2022,6.9,126,"
Action, Adventure, Fantasy            ",PG-13
49,Guardians of the Galaxy Vol. 3,2023,N/A,N/A,"
Action, Adventure, Comedy            ",N/A
50,The Suicide Squad,2021,7.2,132,"
Action, Adventure, Comedy            ",R
1,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
2,Roald Dahl's Matilda the Musical,2022,7.2,117,"
Comedy, Drama, Family            ",PG
3,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
4,Guillermo del Toro's Pinocchio,2022,7.7,117,"
Animation, Drama, Family            ",PG
5,Encanto,2021,7.2,102,"
Animation, Comedy, Family            ",PG
6,Matilda,1996,7,102,"
Comedy, Family, Fantasy            ",PG
7,Harry Potter and the Sorcerer's Stone,2001,7.6,152,"
Adventure, Family, Fantasy            ",PG
8,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,142,"
Adventure, Family, Fantasy            ",PG-13
9,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
10,Spirited,2022,6.6,127,"
Comedy, Family, Musical            ",PG-13
11,Home Alone,1990,7.7,103,"
Comedy, Family            ",PG
12,"The Boy, the Mole, the Fox and the Horse",2022,8.1,32,"
Animation, Family            ",TV-G
13,Wonka,2023,N/A,N/A,"
Adventure, Comedy, Family            ",N/A
14,Mary Poppins Returns,2018,6.7,130,"
Adventure, Comedy, Family            ",PG
15,Puss in Boots,2011,6.6,90,"
Animation, Adventure, Comedy            ",PG
16,Disenchanted,2022,5.6,119,"
Animation, Adventure, Comedy            ",PG
17,The Bad Guys,2022,6.8,100,"
Animation, Adventure, Comedy            ",PG
18,The Goonies,1985,7.7,114,"
Adventure, Comedy, Family            ",PG
19,Harry Potter and the Goblet of Fire,2005,7.7,157,"
Adventure, Family, Fantasy            ",PG-13
20,The Little Mermaid,2023,N/A,N/A,"
Adventure, Family, Fantasy            ",PG
21,Chitty Chitty Bang Bang,1968,6.9,144,"
Adventure, Family, Fantasy            ",G
22,Sing 2,2021,7.4,110,"
Animation, Adventure, Comedy            ",PG
23,Pinocchio,2022,5.1,105,"
Adventure, Comedy, Drama            ",PG
24,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
25,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
26,A Christmas Story,1983,7.9,93,"
Comedy, Family            ",PG
27,Cinderella,I) (2015,6.9,105,"
Adventure, Drama, Family            ",PG
28,Slumberland,2022,6.7,117,"
Adventure, Comedy, Family            ",PG
29,Harry Potter and the Prisoner of Azkaban,2004,7.9,142,"
Adventure, Family, Fantasy            ",PG
30,How the Grinch Stole Christmas,2000,6.3,104,"
Comedy, Family, Fantasy            ",PG
31,Spider-Man: Across the Spider-Verse,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
32,A Christmas Story Christmas,2022,6.7,98,"
Comedy, Family            ",PG
33,Harry Potter and the Chamber of Secrets,2002,7.4,161,"
Adventure, Family, Fantasy            ",PG
34,"Lyle, Lyle, Crocodile",2022,6.1,106,"
Animation, Adventure, Comedy            ",PG
35,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,146,"
Adventure, Family, Fantasy            ",PG-13
36,Harry Potter and the Order of the Phoenix,2007,7.5,138,"
Action, Adventure, Family            ",PG-13
37,Sing,2016,7.1,108,"
Animation, Comedy, Family            ",PG
38,Home Alone 2: Lost in New York,1992,6.8,120,"
Adventure, Comedy, Crime            ",PG
39,The Amazing Maurice,2022,6.3,93,"
Animation, Adventure, Comedy            ",PG
40,Harry Potter and the Half-Blood Prince,2009,7.6,153,"
Action, Adventure, Family            ",PG
41,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
42,The Princess Bride,1987,8,98,"
Adventure, Family, Fantasy            ",PG
43,The Sound of Music,1965,8.1,172,"
Biography, Drama, Family            ",G
44,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,143,"
Adventure, Family, Fantasy            ",PG
45,Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,134,"
Adventure, Family, Fantasy            ",PG-13
46,Something from Tiffany's,2022,6.2,87,"
Comedy, Family, Romance            ",PG
47,Enchanted,2007,7.1,107,"
Animation, Adventure, Comedy            ",PG
48,Stardust,2007,7.6,127,"
Adventure, Family, Fantasy            ",PG-13
49,Beauty and the Beast,I) (2017,7.1,129,"
Adventure, Family, Fantasy            ",PG
50,DC League of Super-Pets,2022,7.2,105,"
Animation, Action, Adventure            ",PG
1,Avatar: The Way of Water,2022,7.9,192,"
Action, Adventure, Fantasy            ",PG-13
2,Avatar,2009,7.9,162,"
Action, Adventure, Fantasy            ",PG-13
3,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
4,Roald Dahl's Matilda the Musical,2022,7.2,117,"
Comedy, Drama, Family            ",PG
5,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
6,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
7,Renfield,2023,N/A,N/A,"
Comedy, Fantasy, Horror            ",R
8,Guillermo del Toro's Pinocchio,2022,7.7,117,"
Animation, Drama, Family            ",PG
9,Violent Night,2022,6.8,112,"
Action, Comedy, Crime            ",R
10,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
11,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
12,Barbie,2023,N/A,N/A,"
Adventure, Comedy, Fantasy            ",N/A
13,The Northman,2022,7.1,137,"
Action, Adventure, Drama            ",R
14,Willow,1988,7.2,126,"
Action, Adventure, Drama            ",PG
15,Encanto,2021,7.2,102,"
Animation, Comedy, Family            ",PG
16,Matilda,1996,7,102,"
Comedy, Family, Fantasy            ",PG
17,Harry Potter and the Sorcerer's Stone,2001,7.6,152,"
Adventure, Family, Fantasy            ",PG
18,Zardoz,1974,5.8,105,"
Adventure, Fantasy, Sci-Fi            ",R
19,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,142,"
Adventure, Family, Fantasy            ",PG-13
20,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
21,The Addams Family,1991,6.9,99,"
Comedy, Fantasy            ",PG-13
22,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
23,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
24,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
25,Wonka,2023,N/A,N/A,"
Adventure, Comedy, Family            ",N/A
26,Avatar 3,2024,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
27,Mary Poppins Returns,2018,6.7,130,"
Adventure, Comedy, Family            ",PG
28,Puss in Boots,2011,6.6,90,"
Animation, Adventure, Comedy            ",PG
29,Disenchanted,2022,5.6,119,"
Animation, Adventure, Comedy            ",PG
30,Yesterday,III) (2019,6.8,116,"
Comedy, Fantasy, Music            ",PG-13
31,The Mummy,1999,7.1,124,"
Action, Adventure, Fantasy            ",PG-13
32,Harry Potter and the Goblet of Fire,2005,7.7,157,"
Adventure, Family, Fantasy            ",PG-13
33,The Little Mermaid,2023,N/A,N/A,"
Adventure, Family, Fantasy            ",PG
34,Troll,2022,5.8,101,"
Action, Adventure, Drama            ",TV-14
35,The School for Good and Evil,2022,5.8,147,"
Action, Comedy, Drama            ",PG-13
36,Chitty Chitty Bang Bang,1968,6.9,144,"
Adventure, Family, Fantasy            ",G
37,Pinocchio,2022,5.1,105,"
Adventure, Comedy, Drama            ",PG
38,Doctor Strange in the Multiverse of Madness,2022,6.9,126,"
Action, Adventure, Fantasy            ",PG-13
39,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
40,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
41,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
42,Addams Family Values,1993,6.8,94,"
Comedy, Fantasy            ",PG-13
43,Cinderella,I) (2015,6.9,105,"
Adventure, Drama, Family            ",PG
44,Men,2022,6.1,100,"
Drama, Fantasy, Horror            ",R
45,Slumberland,2022,6.7,117,"
Adventure, Comedy, Family            ",PG
46,Harry Potter and the Prisoner of Azkaban,2004,7.9,142,"
Adventure, Family, Fantasy            ",PG
47,Suicide Squad,2016,5.9,123,"
Action, Adventure, Fantasy            ",PG-13
48,How the Grinch Stole Christmas,2000,6.3,104,"
Comedy, Family, Fantasy            ",PG
49,Spider-Man: Across the Spider-Verse,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
50,Scott Pilgrim vs. the World,2010,7.5,112,"
Action, Comedy, Fantasy            ",PG-13
1,Avatar: The Way of Water,2022,7.9,192,"
Action, Adventure, Fantasy            ",PG-13
2,M3GAN,2022,6.7,102,"
Horror, Sci-Fi, Thriller            ",PG-13
3,Avatar,2009,7.9,162,"
Action, Adventure, Fantasy            ",PG-13
4,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
5,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
6,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
7,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
8,Nope,2022,6.9,130,"
Horror, Mystery, Sci-Fi            ",R
9,Jurassic World: Dominion,2022,5.6,147,"
Action, Adventure, Sci-Fi            ",PG-13
10,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
11,Dune,2021,8,155,"
Action, Adventure, Drama            ",PG-13
12,Zardoz,1974,5.8,105,"
Adventure, Fantasy, Sci-Fi            ",R
13,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
14,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
15,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
16,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
17,Ant-Man and the Wasp: Quantumania,2023,N/A,125,"
Action, Adventure, Comedy            ",N/A
18,Avatar 3,2024,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
19,Blade Runner 2049,2017,8,164,"
Action, Drama, Mystery            ",R
20,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
